"Summary_type","Species","cld","deficit","dtr","frs","pet","pet_sum","pre","tmn","tmp","tmx","vap","wet"
"Sum of all absolute correlations","QUPR",2.03623265703059,2.11134906582846,2.10821326535786,0.597221220517007,2.69819700583924,2.70781328098696,1.88615686038914,1.15661571515517,1.70358089758929,2.04991825140346,1.13710848519353,2.06510117160669
"Sum of all absolute correlations","QURU",2.56494867124246,2.09327865927472,2.26927969688109,0.562574729568905,2.6673478855054,2.65773989351803,1.88282206123318,1.35343718369516,1.8436093368187,2.20379141181365,1.10056480983514,1.89531644780034
"Sum of all absolute correlations","QUVE",2.25368378700287,2.26781966234739,2.50183858260156,0.48915017199956,2.67609256066069,2.64927803257248,2.09727265136076,0.907482943964647,1.4831775694382,2.08323289023626,0.91227791871359,2.150517110476
"Count of Significant correlations","All",46,39,40,2,47,47,34,9,18,33,7,39
"Count of Significant correlations","CACO",3,4,4,0,5,5,4,1,1,3,0,4
"Count of Significant correlations","CAGL",3,1,1,0,1,1,1,1,1,2,0,2
"Count of Significant correlations","CAOV",2,1,0,0,2,2,1,1,1,3,1,1
"Count of Significant correlations","CATO",1,2,1,0,4,4,2,2,2,2,2,2
"Count of Significant correlations","FAGR",3,3,6,1,5,5,4,0,4,6,1,4
"Count of Significant correlations","FRAM",3,2,3,1,4,4,2,1,1,1,2,2
"Count of Significant correlations","FRNI",2,3,2,0,1,1,3,1,1,0,0,4
"Count of Significant correlations","JUNI",3,3,2,0,3,2,2,1,1,2,0,2
"Count of Significant correlations","LITU",5,4,6,0,5,6,3,0,1,4,0,3
"Count of Significant correlations","PIST",2,3,1,0,0,0,3,1,1,0,0,2
"Count of Significant correlations","QUAL",4,2,2,0,3,3,2,0,1,3,1,3
"Count of Significant correlations","QUPR",4,4,3,0,4,4,3,0,0,3,0,4
"Count of Significant correlations","QURU",6,4,4,0,5,5,2,0,2,2,0,2
"Count of Significant correlations","QUVE",5,3,5,0,5,5,2,0,1,2,0,4
"Sum of absolute significant correlations","All",12.1307189013768,10.6640609427517,9.95494389525509,0.458760381602496,12.4842361266686,12.4178988061782,9.30923966086535,2.28868984752874,4.55772714144566,8.00152846031411,1.48932421496503,10.4074352025103
"Sum of absolute significant correlations","CACO",0.72832812880224,1.07734034211726,1.034899685653,NA,1.37721394628249,1.37889003333199,0.952622228593815,0.258831152359941,0.308563762804617,0.72884267109366,NA,1.03305820250978
"Sum of absolute significant correlations","CAGL",0.774134012353142,0.242730687177537,0.225419684175724,NA,0.342681673320943,0.334136705617154,0.275440756733589,0.214023009641886,0.235977914967363,0.453005176805544,NA,0.46764909803204
"Sum of absolute significant correlations","CAOV",0.603583547177167,0.265248369483515,NA,NA,0.589332085751701,0.597280782056016,0.264537924085702,0.266281600170281,0.274894161617353,0.690127492363476,0.201506088195762,0.277514452906129
"Sum of absolute significant correlations","CATO",0.204358518722708,0.47689974708409,0.248989598522586,NA,0.94665655013262,0.945189564242042,0.480372347324221,0.502840598030047,0.578470094039345,0.529164182569545,0.411077363268445,0.437205664393957
"Sum of absolute significant correlations","FAGR",0.759482206680513,1.08279075483496,1.51254584836402,0.178442528821125,1.39068984871512,1.38833657054727,1.20029944894083,NA,0.933585729410197,1.5341288649045,0.227137113373412,1.20138172125722
"Sum of absolute significant correlations","FRAM",0.845722263237732,0.561451009473234,0.664505723591542,0.280317852781371,0.942616119261712,0.932353657514872,0.533498779862605,0.22741508190896,0.265840461241659,0.305213239802166,0.458482052621035,0.604485326186386
"Sum of absolute significant correlations","FRNI",0.495132823646991,0.872253336244436,0.435652080156284,NA,0.263727979350191,0.259697898665626,0.864043240480057,0.301512906281702,0.280521085645189,NA,NA,0.967516213324412
"Sum of absolute significant correlations","JUNI",0.979062082225702,0.824148251155596,0.537444569129163,NA,0.69165592911787,0.467163693288398,0.614941516553078,0.243647307226513,0.282531787583594,0.482065168546027,NA,0.632911514947972
"Sum of absolute significant correlations","LITU",1.15978144251976,1.06483777292866,1.4358941964473,NA,1.18741459223874,1.35101984737707,0.812907826569586,NA,0.203628556281338,0.887612680479722,NA,0.902821648178063
"Sum of absolute significant correlations","PIST",0.530252795816269,0.735900495158069,0.237634220889224,NA,NA,NA,0.796657261721195,0.274138191909412,0.26096741720245,NA,NA,0.520119000182386
"Sum of absolute significant correlations","QUAL",1.11148303596785,0.610846120053565,0.553239214961602,NA,0.864064387006405,0.878512931720281,0.617242003842029,NA,0.229362947860828,0.678657788178171,0.191121597506376,0.844050312217665
"Sum of absolute significant correlations","QUPR",1.2108835844621,1.07776703090904,0.868817302415943,NA,1.23223037011031,1.23308235885712,0.821959552545811,NA,NA,0.653416364033857,NA,1.06455185546
"Sum of absolute significant correlations","QURU",1.39674499891267,1.03095713056503,0.966356029433984,NA,1.35955455041839,1.36808649012781,0.597314512956269,NA,0.482781665620414,0.536659821725496,NA,0.566648316575685
"Sum of absolute significant correlations","QUVE",1.33176946085197,0.740889895566673,1.23354574151471,NA,1.2963980949621,1.28414827283258,0.477402260656559,NA,0.220601557171315,0.522635009811941,NA,0.88752187633862
